regiao;idade;area;sexo;cor.ou.raca;escolaridade;escolaridadepai;escolaridademae;rendachefedefamiliaultimomes;renda.total.de.todos.os.moradores;numero.de.moradores.no.domicilio;no.ultimo.mes.alguma.pessoa.deste.domicilio.recebeu.rendimentos.do.bolsa.familia;religiao;mulheres.que.usam.roupas.que.mostram.o.corpo.merecem.ser.atacadas;as.mulatas.sao.mais.fogosas.do.que.as.mulheres.brancas;da.pra.entender.que.um.homem.que.cresceu.em.uma.familia.violenta.agrida.sua.mulher;os.homens.devem.ser.a.cabeca.do.lar;casos.de.violencia.dentro.de.casa.devem.ser.discutidos.somente.entre.os.membros.;incomoda.ver.dois.homens,.ou.duas.mulheres,.se.beijando.na.boca.em.publico;se.as.mulheres.soubessem.como.se.comportar,.haveria.menos.estupros;homem.que.bate.na.esposa.tem.que.ir.para.a.cadeia;e.violencia.falar.mentiras.sobre.uma.mulher.para.os.outros;toda.mulher.sonha.em.se.casar;o.que.acontece.com.o.casal.em.casa.nao.interessa.aos.outros;quando.ha.violencia,.os.casais.devem.se.separar;casais.de.pessoas.do.mesmo.sexo.devem.ter.os.mesmos.direitos.dos.outros.casais;da.pra.entender.que.um.homem.rasgue.ou.quebre.as.coisas.da.mulher.se.ficou.nervoso;um.homem.pode.xingar.e.gritar.com.sua.propria.mulher;e.da.natureza.do.homem.ser.violento;em.briga.de.marido.e.mulher,.nao.se.mete.a.colher;a.roupa.suja.deve.ser.lavada.em.casa;uma.mulher.so.se.sente.realizada.quando.tem.filhos;a.mulher.casada.deve.satisfazer.o.marido.na.cama,.mesmo.quando.nao.tem.vontade;piada.de.preto.e.so.brincadeira,.nao.e.racismo;um.casal.de.dois.homens.vive.um.amor.tao.bonito.quanto.entre.um.homem.e.uma.mulher;mulher.que.e.agredida.e.continua.com.o.parceiro.gosta.de.apanhar;casamento.de.homem.com.homem.ou.de.mulher.com.mulher.deve.ser.proibido;a.mulher.que.apanha.em.casa.deve.ficar.quieta.para.nao.prejudicar.os.filhos;a.questao.da.violencia.contra.as.mulheres.recebe.mais.importancia.do.que.merece;tem.mulher.que.e.pra.casar,.tem.mulher.que.e.pra.cama
NORDESTE;71;metropolitano;feminino;parda;analfabeto ou sem instrucao;analfabeto ou sem instrucao;analfabeto ou sem instrucao;678;1800;4;2;evangelica;concorda parcial;concorda total;concorda total;concorda total;concorda total;neutro;concorda total;concorda total;concorda parcial;concorda total;discorda total;concorda total;concorda total;discorda parcial;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda total;concorda parcial;concorda total;neutro;discorda total;discorda parcial
NORDESTE;41;urbano;feminino;parda;medio completo;quarta serie fundamental completa;fundamental completa;1000;1000;4;2;catolica;discorda total;concorda total;concorda total;discorda total;discorda total;discorda total;concorda parcial;concorda total;concorda total;concorda total;discorda parcial;concorda total;discorda total;discorda total;discorda total;discorda total;discorda total;discorda total;concorda total;discorda total;discorda total;discorda total;concorda total;concorda total;discorda total;discorda total;discorda total
NORDESTE;70;urbano;feminino;parda;fundamental completa;nao sabe;nao sabe;;;2;2;catolica;discorda total;ns;discorda total;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda parcial;concorda total;discorda total;discorda total;discorda total;discorda total;concorda total;concorda total;discorda total;discorda total;discorda total;discorda total;concorda total;concorda total;discorda total;discorda total;concorda total
NORDESTE;35;metropolitano;feminino;parda;analfabeto ou sem instrucao;analfabeto ou sem instrucao;analfabeto ou sem instrucao;800;800;5;1;catolica;discorda total;neutro;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda parcial;concorda total;concorda total;concorda parcial;discorda total;discorda parcial;discorda total;discorda parcial;concorda parcial;concorda parcial;discorda parcial;concorda parcial;discorda parcial;concorda total;concorda total;ns;concorda total;concorda total;discorda parcial
NORDESTE;48;urbano;masculino;parda;analfabeto ou sem instrucao;nao conheceu;nao conheceu;500;500;7;1;catolica;discorda total;concorda parcial;discorda total;concorda total;concorda total;discorda total;concorda total;concorda total;discorda parcial;discorda parcial;concorda total;concorda total;concorda total;concorda parcial;discorda total;discorda total;concorda total;concorda total;concorda total;concorda parcial;concorda total;discorda total;concorda total;discorda total;discorda total;concorda total;concorda total
NORDESTE;38;metropolitano;masculino;parda;quarta serie fundamental completa;nao sabe;nao sabe;600;600;4;1;afrobrasileiras;discorda total;concorda total;concorda parcial;concorda total;concorda total;concorda total;concorda total;concorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda parcial;discorda parcial;concorda total;concorda total;concorda total;discorda total;discorda parcial;concorda total;concorda total;discorda total;discorda total;concorda total;concorda total
NORDESTE;57;urbano;feminino;branca;medio completo;quarta serie fundamental incompleta;medio completo;600;600;2;1;evangelica;discorda total;ns;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda parcial;concorda parcial;concorda total;concorda total;discorda total;discorda total;discorda total;discorda total;concorda total;concorda total;concorda total;discorda total;concorda total;discorda total;concorda total;concorda total;discorda parcial;concorda total;concorda total
NORDESTE;43;metropolitano;feminino;branca;quinta serie fundamental;nao sabe;nao sabe;1000;1500;3;2;catolica;discorda total;ns;concorda total;concorda total;concorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda total;discorda parcial;discorda total;concorda total;concorda total;concorda total;concorda total;discorda parcial;concorda total;discorda total;discorda total;concorda total;discorda total;discorda total;concorda total
NORDESTE;34;metropolitano;feminino;parda;medio completo;quarta serie fundamental incompleta;quarta serie fundamental incompleta;1000;1800;2;2;evangelica;discorda total;neutro;concorda total;concorda parcial;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda parcial;discorda total;discorda total;discorda parcial;concorda total;concorda total;concorda total;concorda total;discorda total;concorda total;discorda total;concorda parcial;concorda total;discorda total;discorda total;concorda total
NORDESTE;58;metropolitano;feminino;preta;analfabeto ou sem instrucao;analfabeto ou sem instrucao;analfabeto ou sem instrucao;;;2;2;catolica;concorda total;concorda total;discorda total;concorda total;concorda parcial;concorda total;concorda total;concorda total;discorda total;concorda total;concorda total;concorda total;discorda parcial;discorda total;discorda total;concorda parcial;discorda parcial;concorda total;concorda parcial;discorda total;concorda total;discorda parcial;concorda total;concorda total;discorda total;concorda total;discorda parcial
NORDESTE;70;urbano;feminino;parda;primeira serie fundamental;analfabeto ou sem instrucao;analfabeto ou sem instrucao;678;1300;6;2;catolica;discorda total;discorda total;concorda total;concorda total;concorda total;concorda total;concorda parcial;concorda total;concorda total;concorda total;concorda total;discorda parcial;concorda total;concorda parcial;discorda total;discorda parcial;concorda total;concorda total;concorda total;concorda parcial;discorda total;concorda total;discorda parcial;discorda total;discorda total;discorda parcial;concorda total
NORDESTE;28;metropolitano;feminino;parda;segunda serie medio;nao sabe;nao sabe;850;1400;2;2;catolica;discorda parcial;concorda total;concorda parcial;discorda total;concorda total;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda total;discorda total;discorda total;discorda parcial;concorda total;concorda total;discorda total;discorda total;discorda total;discorda parcial;concorda total;concorda total;discorda total;discorda parcial;concorda total
NORDESTE;18;metropolitano;feminino;branca;terceira serie medio incompleto;superior completo;segunda serie medio;678;5000;3;2;catolica;discorda total;discorda parcial;concorda total;discorda total;discorda parcial;concorda total;concorda total;concorda total;concorda total;discorda parcial;concorda total;concorda total;discorda parcial;discorda total;discorda parcial;discorda parcial;concorda total;concorda total;discorda total;discorda total;discorda total;discorda total;concorda total;concorda total;discorda parcial;concorda total;discorda parcial
NORDESTE;56;urbano;feminino;parda;fundamental completa;nao sabe;segunda serie fundamental;400;1000;5;1;evangelica;discorda total;ns;discorda total;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda parcial;discorda total;concorda total;discorda total;discorda total;discorda total;discorda total;concorda parcial;concorda total;concorda parcial;discorda total;discorda total;discorda total;concorda parcial;concorda total;discorda total;discorda total;concorda total
NORDESTE;69;metropolitano;feminino;parda;analfabeto ou sem instrucao;analfabeto ou sem instrucao;analfabeto ou sem instrucao;678;1500;5;2;evangelica;discorda parcial;neutro;discorda parcial;concorda total;concorda total;concorda total;concorda parcial;discorda total;concorda total;concorda total;concorda parcial;concorda total;concorda total;discorda parcial;discorda parcial;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda total;discorda parcial;concorda total;discorda total;discorda parcial;concorda total
NORDESTE;37;urbano;feminino;parda;quarta serie fundamental completa;nao sabe;nao sabe;700;1000;3;1;catolica;concorda total;concorda total;discorda total;concorda total;concorda total;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda total;discorda total;concorda parcial;concorda total;concorda total;concorda total;discorda total;concorda total;concorda total;concorda total;discorda total;discorda total;discorda total;concorda total
NORDESTE;31;urbano;feminino;parda;sexta serie fundamental;segunda serie fundamental;primeira serie fundamental;;1500;4;2;evangelica;discorda total;ns;discorda total;concorda total;discorda parcial;concorda total;concorda total;concorda total;concorda parcial;discorda parcial;concorda parcial;concorda total;discorda total;discorda total;discorda total;discorda total;discorda total;concorda total;discorda parcial;discorda total;concorda parcial;discorda total;concorda total;concorda total;discorda total;discorda total;concorda total
NORDESTE;64;metropolitano;feminino;parda;analfabeto ou sem instrucao;analfabeto ou sem instrucao;analfabeto ou sem instrucao;678;1400;3;2;catolica;concorda total;discorda total;discorda total;concorda total;concorda total;concorda parcial;concorda total;concorda total;discorda total;concorda total;concorda total;concorda total;concorda total;discorda parcial;discorda total;discorda total;concorda total;concorda total;concorda parcial;discorda parcial;concorda total;discorda total;discorda parcial;discorda total;concorda total;discorda total;concorda total
NORDESTE;25;metropolitano;feminino;preta;terceira serie fundamental;analfabeto ou sem instrucao;analfabeto ou sem instrucao;400;580;3;1;catolica;discorda parcial;concorda parcial;discorda parcial;discorda total;discorda total;concorda parcial;concorda parcial;concorda parcial;concorda parcial;concorda total;discorda total;concorda total;discorda parcial;discorda parcial;discorda parcial;concorda parcial;discorda total;concorda total;discorda total;discorda total;discorda parcial;concorda parcial;discorda total;concorda parcial;discorda total;discorda parcial;discorda total
NORDESTE;56;metropolitano;feminino;parda;quarta serie fundamental incompleta;quarta serie fundamental incompleta;medio completo;678;1800;6;2;catolica;concorda parcial;ns;concorda parcial;discorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda parcial;concorda total;discorda parcial;discorda total;discorda total;discorda total;concorda total;concorda parcial;concorda total;discorda parcial;discorda parcial;concorda parcial;concorda total;concorda total;discorda parcial;discorda parcial;concorda total
NORDESTE;51;metropolitano;feminino;parda;medio completo;terceira serie fundamental;quinta serie fundamental;678;2000;4;2;catolica;concorda total;neutro;discorda parcial;concorda total;concorda parcial;concorda total;concorda total;concorda total;discorda total;concorda total;discorda parcial;concorda total;concorda parcial;discorda parcial;discorda total;discorda total;discorda parcial;concorda parcial;discorda parcial;concorda total;concorda total;concorda total;concorda total;neutro;discorda total;concorda total;concorda total
NORDESTE;42;metropolitano;feminino;parda;medio completo;analfabeto ou sem instrucao;analfabeto ou sem instrucao;678;800;3;2;catolica;discorda parcial;discorda parcial;concorda total;discorda parcial;concorda parcial;discorda parcial;concorda parcial;concorda total;concorda total;discorda total;concorda total;concorda total;concorda total;discorda parcial;discorda total;discorda total;discorda parcial;concorda total;discorda total;discorda parcial;concorda total;neutro;discorda total;concorda total;discorda parcial;concorda total;neutro
NORDESTE;49;metropolitano;masculino;branca;fundamental completa;analfabeto ou sem instrucao;analfabeto ou sem instrucao;678;1200;2;1;evangelica;discorda total;concorda total;discorda total;concorda total;concorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda total;discorda total;discorda parcial;concorda parcial;discorda total;concorda total;concorda total;discorda total;discorda parcial;neutro;discorda total;discorda parcial;concorda total;discorda total;discorda total;discorda total
NORDESTE;38;metropolitano;feminino;preta;medio completo;analfabeto ou sem instrucao;analfabeto ou sem instrucao;678;1400;3;2;catolica;discorda total;discorda total;discorda total;concorda total;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda total;discorda parcial;discorda parcial;concorda parcial;concorda total;concorda total;discorda total;discorda total;discorda total;discorda total;concorda total;discorda total;discorda total;discorda total;concorda total
NORDESTE;40;metropolitano;masculino;parda;quarta serie fundamental completa;analfabeto ou sem instrucao;analfabeto ou sem instrucao;678;2000;5;2;catolica;discorda parcial;concorda parcial;concorda parcial;concorda total;discorda parcial;discorda parcial;discorda parcial;concorda parcial;concorda total;discorda parcial;concorda total;concorda total;concorda parcial;concorda parcial;concorda total;concorda total;concorda total;concorda parcial;concorda parcial;discorda total;discorda total;discorda parcial;discorda total;concorda parcial;concorda parcial;concorda total;discorda parcial
NORDESTE;64;metropolitano;feminino;parda;sexta serie fundamental;analfabeto ou sem instrucao;analfabeto ou sem instrucao;360;360;1;1;evangelica;discorda parcial;neutro;concorda total;discorda total;concorda parcial;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda parcial;discorda total;discorda parcial;concorda total;concorda total;discorda total;discorda total;neutro;concorda total;concorda total;discorda parcial;concorda total;discorda total;discorda total
NORDESTE;30;metropolitano;feminino;preta;medio completo;nao conheceu;setima serie fundamental;850;850;4;1;evangelica;discorda total;concorda total;concorda total;concorda total;concorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;discorda parcial;discorda total;concorda total;discorda total;discorda parcial;concorda parcial;concorda total;concorda total;discorda parcial;discorda total;discorda total;concorda total;discorda parcial;concorda total;discorda total;discorda total;concorda parcial
NORDESTE;40;metropolitano;feminino;branca;medio completo;quarta serie fundamental incompleta;quarta serie fundamental incompleta;520;520;4;1;catolica;discorda total;concorda total;discorda parcial;concorda total;discorda total;concorda total;discorda parcial;concorda total;concorda total;discorda parcial;concorda total;concorda total;concorda total;discorda parcial;discorda total;discorda parcial;concorda total;concorda total;discorda parcial;concorda parcial;concorda parcial;concorda parcial;concorda total;concorda total;concorda parcial;discorda parcial;concorda total
NORTE;80;urbano;masculino;parda;terceira serie fundamental;analfabeto ou sem instrucao;terceira serie fundamental;678;678;4;2;espirita;concorda total;concorda parcial;concorda parcial;concorda total;concorda parcial;concorda parcial;concorda total;concorda parcial;concorda parcial;concorda parcial;concorda total;concorda parcial;discorda total;concorda parcial;discorda total;discorda total;concorda total;concorda total;concorda total;concorda total;concorda parcial;discorda total;concorda parcial;discorda total;concorda parcial;concorda parcial;concorda total
NORTE;46;urbano;feminino;parda;medio completo;analfabeto ou sem instrucao;analfabeto ou sem instrucao;900;1356;6;1;catolica;discorda parcial;concorda total;discorda total;concorda total;concorda total;discorda total;concorda total;concorda total;discorda parcial;concorda total;concorda total;concorda total;concorda parcial;discorda total;concorda parcial;discorda total;concorda parcial;concorda total;discorda parcial;concorda total;concorda total;concorda total;discorda total;concorda total;discorda total;concorda parcial;concorda total
NORTE;71;urbano;masculino;parda;analfabeto ou sem instrucao;analfabeto ou sem instrucao;analfabeto ou sem instrucao;678;800;5;1;evangelica;concorda total;concorda total;discorda total;concorda total;concorda parcial;concorda total;concorda total;concorda total;concorda parcial;concorda total;concorda total;concorda total;discorda total;concorda parcial;concorda parcial;concorda parcial;concorda total;concorda total;concorda parcial;concorda total;concorda parcial;discorda total;concorda parcial;concorda total;concorda parcial;concorda parcial;concorda total
NORTE;60;urbano;masculino;parda;segunda serie fundamental;quinta serie fundamental;primeira serie fundamental;3650;3650;1;2;sem;concorda parcial;concorda total;concorda parcial;concorda total;concorda total;concorda parcial;concorda total;concorda total;concorda total;concorda parcial;concorda parcial;concorda parcial;discorda total;discorda total;discorda total;discorda parcial;concorda total;concorda total;concorda parcial;discorda total;discorda parcial;discorda total;concorda total;concorda total;discorda total;discorda parcial;concorda total
NORTE;29;urbano;masculino;parda;quarta serie fundamental completa;primeira serie fundamental;analfabeto ou sem instrucao;678;678;3;2;catolica;discorda total;ns;concorda parcial;concorda total;concorda parcial;concorda parcial;concorda total;concorda parcial;concorda parcial;concorda parcial;concorda parcial;concorda parcial;concorda parcial;discorda total;discorda total;concorda parcial;concorda total;concorda total;concorda parcial;concorda total;concorda parcial;concorda parcial;concorda parcial;discorda total;discorda total;concorda parcial;concorda parcial
NORTE;44;urbano;masculino;parda;medio completo;primeira serie fundamental;terceira serie fundamental;678;1150;3;2;evangelica;concorda total;ns;discorda total;concorda total;concorda total;neutro;concorda total;concorda parcial;concorda parcial;concorda parcial;ns;concorda parcial;ns;concorda parcial;discorda total;concorda parcial;concorda total;concorda total;concorda parcial;ns;discorda total;ns;concorda total;ns;concorda parcial;discorda total;concorda total
NORTE;52;urbano;feminino;parda;quarta serie fundamental incompleta;analfabeto ou sem instrucao;analfabeto ou sem instrucao;300;370;3;1;espirita;discorda parcial;concorda total;discorda total;concorda total;discorda total;discorda total;concorda parcial;concorda total;concorda parcial;concorda total;concorda parcial;concorda parcial;discorda total;discorda total;discorda total;concorda parcial;concorda total;concorda total;concorda parcial;concorda parcial;discorda total;discorda total;concorda total;concorda total;discorda total;concorda parcial;concorda total
NORTE;46;urbano;masculino;parda;segunda serie fundamental;nao sabe;analfabeto ou sem instrucao;678;1600;5;2;catolica;discorda total;concorda total;discorda total;discorda parcial;concorda parcial;discorda total;concorda total;concorda total;concorda parcial;concorda parcial;concorda total;concorda parcial;concorda parcial;concorda parcial;discorda total;discorda total;concorda total;concorda total;concorda parcial;discorda total;concorda parcial;concorda total;concorda total;discorda total;discorda total;discorda parcial;concorda total
NORTE;27;urbano;masculino;parda;medio completo;nao conheceu;analfabeto ou sem instrucao;678;678;7;1;evangelica;discorda total;neutro;concorda parcial;discorda total;concorda parcial;concorda total;concorda total;concorda total;discorda total;concorda total;concorda total;concorda parcial;concorda total;discorda total;discorda total;concorda parcial;concorda parcial;concorda total;discorda parcial;discorda total;discorda total;concorda parcial;concorda total;concorda total;discorda total;discorda parcial;discorda total
NORTE;41;urbano;feminino;parda;medio completo;analfabeto ou sem instrucao;analfabeto ou sem instrucao;450;450;4;1;catolica;concorda total;neutro;concorda parcial;concorda total;concorda total;discorda total;concorda total;concorda total;concorda parcial;concorda parcial;concorda total;concorda parcial;discorda total;concorda parcial;discorda total;discorda total;concorda total;concorda total;concorda parcial;concorda total;discorda parcial;concorda total;concorda total;ns;concorda parcial;discorda total;concorda total
NORDESTE;43;metropolitano;feminino;branca;fundamental completa;analfabeto ou sem instrucao;analfabeto ou sem instrucao;;800;4;2;catolica;discorda parcial;concorda total;concorda parcial;concorda parcial;concorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;concorda parcial;concorda total;discorda parcial;discorda parcial;discorda total;discorda parcial;discorda total;discorda total;concorda total;discorda total;discorda parcial;concorda total;concorda total;neutro;discorda parcial;discorda total;concorda total
NORTE;22;urbano;feminino;parda;quinta serie fundamental;nao sabe;primeira serie fundamental;500;;4;1;evangelica;concorda parcial;concorda parcial;discorda total;concorda total;concorda parcial;concorda parcial;concorda total;discorda total;concorda parcial;concorda parcial;discorda total;concorda parcial;discorda total;discorda parcial;discorda total;concorda parcial;concorda total;concorda total;concorda parcial;concorda total;concorda parcial;discorda total;concorda total;discorda total;concorda total;discorda total;concorda total
